SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST
2DJX,C,2024-04-23,2024-06-21,59,391.16,5.4280,2587
2DJX,P,2024-04-23,2024-06-21,59,391.16,9.1940,2587
2DJX,C,2024-04-23,2024-06-21,59,392.73,4.7015,12888
2DJX,P,2024-04-23,2024-06-21,59,392.73,10.0238,12888
2DJX,C,2024-04-23,2024-06-21,59,392.82,4.6615,8375
2DJX,P,2024-04-23,2024-06-21,59,392.82,10.0731,8375
2DJX,C,2024-04-23,2024-06-21,59,393.0,4.5821,79
2DJX,P,2024-04-23,2024-06-21,59,393.0,10.1721,79
2DJX,C,2024-04-23,2024-06-21,59,393.3,4.4514,3860
2DJX,P,2024-04-23,2024-06-21,59,393.3,10.3389,3860
2DJX,C,2024-04-23,2024-06-21,59,393.31,4.4471,643
2DJX,P,2024-04-23,2024-06-21,59,393.31,10.3445,643
2DJX,C,2024-04-23,2024-06-21,59,395.13,3.7013,512
2DJX,P,2024-04-23,2024-06-21,59,395.13,11.4030,512
2DJX,P,2024-04-23,2024-08-16,115,360.0,2.9927,400
2DJX,C,2024-04-23,2024-09-20,150,363.89,30.9878,4245
2DJX,P,2024-04-23,2024-09-20,150,363.89,4.4100,4245
2DJX,C,2024-04-23,2024-10-18,178,400.01,9.2347,1000
2DJX,C,2024-04-23,2024-11-15,206,400.01,11.1446,2000
2DJX,C,2024-04-23,2024-12-20,241,240.47,149.4801,1173
2DJX,P,2024-04-23,2024-12-20,241,240.47,0.2830,1173
2DJX,C,2024-04-23,2024-12-20,241,251.15,139.3799,940
2DJX,P,2024-04-23,2024-12-20,241,251.15,0.5013,940
2DJX,C,2024-04-23,2024-12-20,241,261.01,130.1351,910
2DJX,P,2024-04-23,2024-12-20,241,261.01,0.7828,910
2DJX,C,2024-04-23,2024-12-20,241,262.81,128.4489,360
2DJX,P,2024-04-23,2024-12-20,241,262.81,0.8357,360
2DJX,C,2024-04-23,2024-12-20,241,264.12,127.2217,1700
2DJX,P,2024-04-23,2024-12-20,241,264.12,0.8742,1700
2DJX,C,2024-04-23,2024-12-20,241,265.31,126.1069,1614
2DJX,P,2024-04-23,2024-12-20,241,265.31,0.9091,1614
2DJX,C,2024-04-23,2024-12-20,241,265.89,125.5636,893
2DJX,P,2024-04-23,2024-12-20,241,265.89,0.9262,893
2DJX,C,2024-04-23,2024-12-20,241,266.52,124.9734,579
2DJX,P,2024-04-23,2024-12-20,241,266.52,0.9447,579
2DJX,C,2024-04-23,2024-12-20,241,268.0,123.5870,1062
2DJX,P,2024-04-23,2024-12-20,241,268.0,0.9882,1062
2DJX,C,2024-04-23,2024-12-20,241,270.26,121.4699,1100
2DJX,P,2024-04-23,2024-12-20,241,270.26,1.0546,1100
2DJX,C,2024-04-23,2024-12-20,241,270.91,120.8610,2113
2DJX,P,2024-04-23,2024-12-20,241,270.91,1.0737,2113
2DJX,C,2024-04-23,2024-12-20,241,271.05,120.7299,1233
2DJX,P,2024-04-23,2024-12-20,241,271.05,1.0778,1233
2DJX,C,2024-04-23,2024-12-20,241,271.08,120.7018,528
2DJX,P,2024-04-23,2024-12-20,241,271.08,1.0787,528
2DJX,C,2024-04-23,2024-12-20,241,271.75,120.0741,1078
2DJX,P,2024-04-23,2024-12-20,241,271.75,1.0984,1078
2DJX,C,2024-04-23,2024-12-20,241,273.52,118.4161,715
2DJX,P,2024-04-23,2024-12-20,241,273.52,1.1504,715
2DJX,C,2024-04-23,2024-12-20,241,276.52,115.6058,1721
2DJX,P,2024-04-23,2024-12-20,241,276.52,1.2386,1721
2DJX,C,2024-04-23,2024-12-20,241,280.54,111.8400,1738
2DJX,P,2024-04-23,2024-12-20,241,280.54,1.3568,1738
2DJX,C,2024-04-23,2024-12-20,241,287.31,105.4982,1334
2DJX,P,2024-04-23,2024-12-20,241,287.31,1.5558,1334
2DJX,C,2024-04-23,2024-12-20,241,288.67,104.2242,678
2DJX,P,2024-04-23,2024-12-20,241,288.67,1.5958,678
2DJX,C,2024-04-23,2024-12-20,241,291.0,102.0416,1322
2DJX,P,2024-04-23,2024-12-20,241,291.0,1.6643,1322
2DJX,P,2024-04-23,2024-12-20,241,301.0,1.9585,950
2DJX,C,2024-04-23,2024-12-20,241,309.84,84.4749,3408
2DJX,P,2024-04-23,2024-12-20,241,309.84,2.3000,3408
2DJX,C,2024-04-23,2024-12-20,241,326.81,68.9203,3080
2DJX,P,2024-04-23,2024-12-20,241,326.81,3.1411,3080
2DJX,P,2024-04-23,2024-12-20,241,330.01,3.3691,900
2DJX,C,2024-04-23,2024-12-20,241,330.67,65.4660,885
2DJX,P,2024-04-23,2024-12-20,241,330.67,3.4161,885
2DJX,C,2024-04-23,2024-12-20,241,333.87,62.6024,729
2DJX,P,2024-04-23,2024-12-20,241,333.87,3.6442,729
2DJX,C,2024-04-23,2024-12-20,241,336.28,60.4486,868
2DJX,P,2024-04-23,2024-12-20,241,336.28,3.8188,868
2DJX,C,2024-04-23,2024-12-20,241,336.4,60.3414,2032
2DJX,P,2024-04-23,2024-12-20,241,336.4,3.8276,2032
2DJX,C,2024-04-23,2024-12-20,241,338.52,58.4515,1010
2DJX,P,2024-04-23,2024-12-20,241,338.52,3.9859,1010
2DJX,C,2024-04-23,2024-12-20,241,338.66,58.3269,575
2DJX,P,2024-04-23,2024-12-20,241,338.66,3.9966,575
2DJX,C,2024-04-23,2024-12-20,241,341.46,55.8587,2306
2DJX,P,2024-04-23,2024-12-20,241,341.46,4.2336,2306
2DJX,C,2024-04-23,2024-12-20,241,344.66,53.0745,733
2DJX,P,2024-04-23,2024-12-20,241,344.66,4.5411,733
2DJX,C,2024-04-23,2024-12-20,241,345.61,52.2545,1824
2DJX,P,2024-04-23,2024-12-20,241,345.61,4.6390,1824
2DJX,C,2024-04-23,2024-12-20,241,346.52,51.4723,1499
2DJX,P,2024-04-23,2024-12-20,241,346.52,4.7359,1499
2DJX,C,2024-04-23,2024-12-20,241,347.16,50.9233,1512
2DJX,P,2024-04-23,2024-12-20,241,347.16,4.8053,1512
