Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00391 160,3.3490,2587,04 18 2024
1,2DJX,P,06 21 2024,00391 160,14.3812,2587,04 18 2024
2,2DJX,C,06 21 2024,00392 730,2.8810,12888,04 18 2024
3,2DJX,P,06 21 2024,00392 730,15.4685,12888,04 18 2024
4,2DJX,C,06 21 2024,00392 820,2.8556,8375,04 18 2024
5,2DJX,P,06 21 2024,00392 820,15.5322,8375,04 18 2024
6,2DJX,C,06 21 2024,00393 000,2.8052,79,04 18 2024
7,2DJX,P,06 21 2024,00393 000,15.6601,79,04 18 2024
8,2DJX,C,06 21 2024,00393 300,2.7225,3860,04 18 2024
9,2DJX,P,06 21 2024,00393 300,15.8747,3860,04 18 2024
10,2DJX,C,06 21 2024,00393 310,2.7198,643,04 18 2024
11,2DJX,P,06 21 2024,00393 310,15.8818,643,04 18 2024
12,2DJX,C,06 21 2024,00395 130,2.2557,512,04 18 2024
13,2DJX,P,06 21 2024,00395 130,17.2207,512,04 18 2024
14,2DJX,P,08 16 2024,00360 000,4.9677,400,04 18 2024
15,2DJX,C,09 20 2024,00363 890,26.2682,4245,04 18 2024
16,2DJX,P,09 20 2024,00363 890,6.8480,4245,04 18 2024
17,2DJX,C,10 18 2024,00400 010,7.5454,1000,04 18 2024
18,2DJX,C,11 15 2024,00400 010,9.2420,2000,04 18 2024
19,2DJX,C,12 20 2024,00240 470,142.7248,1173,04 18 2024
20,2DJX,P,12 20 2024,00240 470,0.8487,1173,04 18 2024
21,2DJX,C,12 20 2024,00251 150,132.6281,940,04 18 2024
22,2DJX,P,12 20 2024,00251 150,1.0612,940,04 18 2024
23,2DJX,C,12 20 2024,00261 010,123.3217,910,04 18 2024
24,2DJX,P,12 20 2024,00261 010,1.2726,910,04 18 2024
25,2DJX,C,12 20 2024,00262 810,121.6253,360,04 18 2024
26,2DJX,P,12 20 2024,00262 810,1.3137,360,04 18 2024
27,2DJX,C,12 20 2024,00264 120,120.3913,1700,04 18 2024
28,2DJX,P,12 20 2024,00264 120,1.3442,1700,04 18 2024
29,2DJX,C,12 20 2024,00265 310,119.2712,1614,04 18 2024
30,2DJX,P,12 20 2024,00265 310,1.3728,1614,04 18 2024
31,2DJX,C,12 20 2024,00265 890,118.7260,893,04 18 2024
32,2DJX,P,12 20 2024,00265 890,1.3874,893,04 18 2024
33,2DJX,C,12 20 2024,00266 520,118.1339,579,04 18 2024
34,2DJX,P,12 20 2024,00266 520,1.4035,579,04 18 2024
35,2DJX,C,12 20 2024,00268 000,116.7436,1062,04 18 2024
36,2DJX,P,12 20 2024,00268 000,1.4419,1062,04 18 2024
37,2DJX,C,12 20 2024,00270 260,114.6227,1100,04 18 2024
38,2DJX,P,12 20 2024,00270 260,1.5025,1100,04 18 2024
39,2DJX,C,12 20 2024,00270 910,114.0141,2113,04 18 2024
40,2DJX,P,12 20 2024,00270 910,1.5214,2113,04 18 2024
41,2DJX,C,12 20 2024,00271 050,113.8831,1233,04 18 2024
42,2DJX,P,12 20 2024,00271 050,1.5254,1233,04 18 2024
43,2DJX,C,12 20 2024,00271 080,113.8550,528,04 18 2024
44,2DJX,P,12 20 2024,00271 080,1.5263,528,04 18 2024
45,2DJX,C,12 20 2024,00271 750,113.2280,1078,04 18 2024
46,2DJX,P,12 20 2024,00271 750,1.5460,1078,04 18 2024
47,2DJX,C,12 20 2024,00273 520,111.5725,715,04 18 2024
48,2DJX,P,12 20 2024,00273 520,1.5991,715,04 18 2024
49,2DJX,C,12 20 2024,00276 520,108.7687,1721,04 18 2024
50,2DJX,P,12 20 2024,00276 520,1.6912,1721,04 18 2024
51,2DJX,C,12 20 2024,00280 540,105.0152,1738,04 18 2024
52,2DJX,P,12 20 2024,00280 540,1.8182,1738,04 18 2024
53,2DJX,C,12 20 2024,00287 310,98.7090,1334,04 18 2024
54,2DJX,P,12 20 2024,00287 310,2.0469,1334,04 18 2024
55,2DJX,C,12 20 2024,00288 670,97.4496,678,04 18 2024
56,2DJX,P,12 20 2024,00288 670,2.1003,678,04 18 2024
57,2DJX,C,12 20 2024,00291 000,95.2919,1322,04 18 2024
58,2DJX,P,12 20 2024,00291 000,2.1917,1322,04 18 2024
59,2DJX,P,12 20 2024,00301 000,2.6534,950,04 18 2024
60,2DJX,C,12 20 2024,00309 840,78.0448,3408,04 18 2024
61,2DJX,P,12 20 2024,00309 840,3.1306,3408,04 18 2024
62,2DJX,C,12 20 2024,00326 810,62.9663,3080,04 18 2024
63,2DJX,P,12 20 2024,00326 810,4.4331,3080,04 18 2024
64,2DJX,P,12 20 2024,00330 010,4.7260,900,04 18 2024
65,2DJX,C,12 20 2024,00330 670,59.6027,885,04 18 2024
66,2DJX,P,12 20 2024,00330 670,4.7955,885,04 18 2024
67,2DJX,C,12 20 2024,00333 870,56.8641,729,04 18 2024
68,2DJX,P,12 20 2024,00333 870,5.1458,729,04 18 2024
69,2DJX,C,12 20 2024,00336 280,54.8027,868,04 18 2024
70,2DJX,P,12 20 2024,00336 280,5.4107,868,04 18 2024
71,2DJX,C,12 20 2024,00336 400,54.7000,2032,04 18 2024
72,2DJX,P,12 20 2024,00336 400,5.4239,2032,04 18 2024
73,2DJX,C,12 20 2024,00338 520,52.8866,1010,04 18 2024
