Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,8.7031,3957,04 26 2024
1,2DJX,P,06 21 2024,00381 070,5.4973,3957,04 26 2024
2,2DJX,C,06 21 2024,00384 030,6.9186,5888,04 26 2024
3,2DJX,P,06 21 2024,00384 030,6.6486,5888,04 26 2024
4,2DJX,C,06 21 2024,00384 380,6.7201,654,04 26 2024
5,2DJX,P,06 21 2024,00384 380,6.7972,654,04 26 2024
6,2DJX,C,06 21 2024,00386 640,5.5469,1682,04 26 2024
7,2DJX,P,06 21 2024,00386 640,7.8655,1682,04 26 2024
8,2DJX,C,06 21 2024,00391 160,3.5965,2587,04 26 2024
9,2DJX,P,06 21 2024,00391 160,10.3981,2587,04 26 2024
10,2DJX,C,06 21 2024,00392 730,3.0344,12888,04 26 2024
11,2DJX,P,06 21 2024,00392 730,11.3930,12888,04 26 2024
12,2DJX,C,06 21 2024,00392 820,3.0039,8375,04 26 2024
13,2DJX,P,06 21 2024,00392 820,11.4519,8375,04 26 2024
14,2DJX,C,06 21 2024,00393 000,2.9436,79,04 26 2024
15,2DJX,P,06 21 2024,00393 000,11.5701,79,04 26 2024
16,2DJX,C,06 21 2024,00393 300,2.8448,3860,04 26 2024
17,2DJX,P,06 21 2024,00393 300,11.7688,3860,04 26 2024
18,2DJX,C,06 21 2024,00393 310,2.8416,643,04 26 2024
19,2DJX,P,06 21 2024,00393 310,11.7755,643,04 26 2024
20,2DJX,C,06 21 2024,00395 130,2.2914,512,04 26 2024
21,2DJX,P,06 21 2024,00395 130,13.0304,512,04 26 2024
22,2DJX,P,08 16 2024,00360 000,3.0325,400,04 26 2024
23,2DJX,C,09 20 2024,00363 890,28.3393,4245,04 26 2024
24,2DJX,P,09 20 2024,00363 890,4.4920,4245,04 26 2024
25,2DJX,C,10 18 2024,00400 010,7.5339,1000,04 26 2024
26,2DJX,C,11 15 2024,00400 010,9.2987,2000,04 26 2024
27,2DJX,C,12 20 2024,00240 470,146.8002,1173,04 26 2024
28,2DJX,P,12 20 2024,00240 470,0.3289,1173,04 26 2024
29,2DJX,C,12 20 2024,00251 150,136.6947,940,04 26 2024
30,2DJX,P,12 20 2024,00251 150,0.5436,940,04 26 2024
31,2DJX,C,12 20 2024,00261 010,127.3823,910,04 26 2024
32,2DJX,P,12 20 2024,00261 010,0.7591,910,04 26 2024
33,2DJX,C,12 20 2024,00262 810,125.6823,360,04 26 2024
34,2DJX,P,12 20 2024,00262 810,0.7984,360,04 26 2024
35,2DJX,C,12 20 2024,00264 120,124.4450,1700,04 26 2024
36,2DJX,P,12 20 2024,00264 120,0.8271,1700,04 26 2024
37,2DJX,C,12 20 2024,00265 310,123.3211,1614,04 26 2024
38,2DJX,P,12 20 2024,00265 310,0.8531,1614,04 26 2024
39,2DJX,C,12 20 2024,00265 890,122.7734,893,04 26 2024
40,2DJX,P,12 20 2024,00265 890,0.8658,893,04 26 2024
41,2DJX,C,12 20 2024,00266 520,122.1783,579,04 26 2024
42,2DJX,P,12 20 2024,00266 520,0.8795,579,04 26 2024
43,2DJX,C,12 20 2024,00268 000,120.7806,1062,04 26 2024
44,2DJX,P,12 20 2024,00268 000,0.9119,1062,04 26 2024
45,2DJX,C,12 20 2024,00270 260,118.6461,1100,04 26 2024
46,2DJX,P,12 20 2024,00270 260,0.9613,1100,04 26 2024
47,2DJX,C,12 20 2024,00270 910,118.0322,2113,04 26 2024
48,2DJX,P,12 20 2024,00270 910,0.9755,2113,04 26 2024
49,2DJX,C,12 20 2024,00271 050,117.9000,1233,04 26 2024
50,2DJX,P,12 20 2024,00271 050,0.9786,1233,04 26 2024
