Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00391 160,10.5904,2587,04 02 2024
1,2DJX,P,06 21 2024,00391 160,6.6285,2587,04 02 2024
2,2DJX,C,06 21 2024,00392 730,9.6200,12888,04 02 2024
3,2DJX,P,06 21 2024,00392 730,7.2098,12888,04 02 2024
4,2DJX,C,06 21 2024,00392 820,9.5656,8375,04 02 2024
5,2DJX,P,06 21 2024,00392 820,7.2443,8375,04 02 2024
6,2DJX,C,06 21 2024,00393 300,9.2779,3860,04 02 2024
7,2DJX,P,06 21 2024,00393 300,7.4311,3860,04 02 2024
8,2DJX,C,06 21 2024,00393 310,9.2720,643,04 02 2024
9,2DJX,P,06 21 2024,00393 310,7.4350,643,04 02 2024
10,2DJX,C,06 21 2024,00395 130,8.2208,512,04 02 2024
11,2DJX,P,06 21 2024,00395 130,8.1827,512,04 02 2024
12,2DJX,P,08 16 2024,00360 000,2.8183,400,04 02 2024
13,2DJX,C,09 20 2024,00363 890,38.3327,4245,04 02 2024
14,2DJX,P,09 20 2024,00363 890,4.0520,4245,04 02 2024
15,2DJX,C,10 18 2024,00400 010,14.3803,1000,04 02 2024
16,2DJX,C,11 15 2024,00400 010,16.2482,2000,04 02 2024
17,2DJX,C,12 20 2024,00240 470,156.9135,1173,04 02 2024
18,2DJX,P,12 20 2024,00240 470,0.5607,1173,04 02 2024
19,2DJX,C,12 20 2024,00251 150,146.7663,940,04 02 2024
20,2DJX,P,12 20 2024,00251 150,0.7077,940,04 02 2024
21,2DJX,C,12 20 2024,00261 010,137.4282,910,04 02 2024
22,2DJX,P,12 20 2024,00261 010,0.8735,910,04 02 2024
23,2DJX,C,12 20 2024,00262 810,135.7270,360,04 02 2024
24,2DJX,P,12 20 2024,00262 810,0.9074,360,04 02 2024
25,2DJX,C,12 20 2024,00264 120,134.4897,1700,04 02 2024
26,2DJX,P,12 20 2024,00264 120,0.9327,1700,04 02 2024
27,2DJX,C,12 20 2024,00265 310,133.3658,1614,04 02 2024
28,2DJX,P,12 20 2024,00265 310,0.9559,1614,04 02 2024
29,2DJX,C,12 20 2024,00265 890,132.8181,893,04 02 2024
30,2DJX,P,12 20 2024,00265 890,0.9672,893,04 02 2024
31,2DJX,C,12 20 2024,00266 520,132.2232,579,04 02 2024
32,2DJX,P,12 20 2024,00266 520,0.9796,579,04 02 2024
33,2DJX,C,12 20 2024,00268 000,130.8261,1062,04 02 2024
34,2DJX,P,12 20 2024,00268 000,1.0090,1062,04 02 2024
35,2DJX,C,12 20 2024,00270 260,128.6945,1100,04 02 2024
36,2DJX,P,12 20 2024,00270 260,1.0558,1100,04 02 2024
37,2DJX,C,12 20 2024,00270 910,128.0824,2113,04 02 2024
38,2DJX,P,12 20 2024,00270 910,1.0702,2113,04 02 2024
39,2DJX,C,12 20 2024,00271 050,127.9506,1233,04 02 2024
40,2DJX,P,12 20 2024,00271 050,1.0733,1233,04 02 2024
41,2DJX,C,12 20 2024,00271 080,127.9223,528,04 02 2024
42,2DJX,P,12 20 2024,00271 080,1.0740,528,04 02 2024
43,2DJX,C,12 20 2024,00271 750,127.2917,1078,04 02 2024
44,2DJX,P,12 20 2024,00271 750,1.0891,1078,04 02 2024
45,2DJX,C,12 20 2024,00273 520,125.6264,715,04 02 2024
46,2DJX,P,12 20 2024,00273 520,1.1299,715,04 02 2024
47,2DJX,C,12 20 2024,00276 520,122.8053,1721,04 02 2024
48,2DJX,P,12 20 2024,00276 520,1.2004,1721,04 02 2024
49,2DJX,C,12 20 2024,00280 540,119.0291,1738,04 02 2024
50,2DJX,P,12 20 2024,00280 540,1.2990,1738,04 02 2024
51,2DJX,C,12 20 2024,00287 310,112.6900,1334,04 02 2024
52,2DJX,P,12 20 2024,00287 310,1.4855,1334,04 02 2024
53,2DJX,C,12 20 2024,00288 670,111.4189,678,04 02 2024
54,2DJX,P,12 20 2024,00288 670,1.5253,678,04 02 2024
55,2DJX,C,12 20 2024,00291 000,109.2428,1322,04 02 2024
56,2DJX,P,12 20 2024,00291 000,1.5950,1322,04 02 2024
57,2DJX,P,12 20 2024,00301 000,1.9267,950,04 02 2024
58,2DJX,C,12 20 2024,00309 840,91.7698,3408,04 02 2024
59,2DJX,P,12 20 2024,00309 840,2.2815,3408,04 02 2024
60,2DJX,C,12 20 2024,00326 810,76.1874,3080,04 02 2024
61,2DJX,P,12 20 2024,00326 810,3.0561,3080,04 02 2024
62,2DJX,P,12 20 2024,00330 010,3.2346,900,04 02 2024
63,2DJX,C,12 20 2024,00330 670,72.6894,885,04 02 2024
64,2DJX,P,12 20 2024,00330 670,3.2788,885,04 02 2024
65,2DJX,C,12 20 2024,00333 870,69.8275,729,04 02 2024
66,2DJX,P,12 20 2024,00333 870,3.5013,729,04 02 2024
67,2DJX,C,12 20 2024,00336 280,67.6727,868,04 02 2024
68,2DJX,P,12 20 2024,00336 280,3.6695,868,04 02 2024
69,2DJX,C,12 20 2024,00336 400,67.5654,2032,04 02 2024
70,2DJX,P,12 20 2024,00336 400,3.6778,2032,04 02 2024
71,2DJX,C,12 20 2024,00338 520,65.6699,1010,04 02 2024
72,2DJX,P,12 20 2024,00338 520,3.8258,1010,04 02 2024
73,2DJX,C,12 20 2024,00338 660,65.5449,575,04 02 2024
74,2DJX,P,12 20 2024,00338 660,3.8357,575,04 02 2024
75,2DJX,C,12 20 2024,00341 460,63.0605,2306,04 02 2024
76,2DJX,P,12 20 2024,00341 460,4.0501,2306,04 02 2024
77,2DJX,C,12 20 2024,00344 660,60.2450,733,04 02 2024
78,2DJX,P,12 20 2024,00344 660,4.3190,733,04 02 2024
79,2DJX,C,12 20 2024,00345 610,59.4093,1824,04 02 2024
80,2DJX,P,12 20 2024,00345 610,4.3990,1824,04 02 2024
81,2DJX,C,12 20 2024,00346 520,58.6087,1499,04 02 2024
82,2DJX,P,12 20 2024,00346 520,4.4756,1499,04 02 2024
83,2DJX,C,12 20 2024,00347 160,58.0457,1512,04 02 2024
84,2DJX,P,12 20 2024,00347 160,4.5295,1512,04 02 2024
85,2DJX,C,12 20 2024,00347 610,57.6499,1537,04 02 2024
86,2DJX,P,12 20 2024,00347 610,4.5674,1537,04 02 2024
87,2DJX,C,12 20 2024,00347 700,57.5707,615,04 02 2024
88,2DJX,P,12 20 2024,00347 700,4.5750,615,04 02 2024
89,2DJX,C,12 20 2024,00348 050,57.2632,306,04 02 2024
90,2DJX,P,12 20 2024,00348 050,4.6048,306,04 02 2024
91,2DJX,C,12 20 2024,00349 410,56.0704,763,04 02 2024
92,2DJX,P,12 20 2024,00349 410,4.7229,763,04 02 2024
93,2DJX,C,12 20 2024,00349 790,55.7376,2131,04 02 2024
94,2DJX,P,12 20 2024,00349 790,4.7564,2131,04 02 2024
95,2DJX,C,12 20 2024,00350 010,55.5451,1450,04 02 2024
96,2DJX,C,12 20 2024,00350 550,55.0764,1405,04 02 2024
97,2DJX,P,12 20 2024,00350 550,4.8277,1405,04 02 2024
98,2DJX,C,12 20 2024,00351 740,54.0453,4451,04 02 2024
99,2DJX,P,12 20 2024,00351 740,4.9436,4451,04 02 2024
100,2DJX,C,12 20 2024,00351 800,53.9934,7419,04 02 2024
101,2DJX,P,12 20 2024,00351 800,4.9495,7419,04 02 2024
102,2DJX,C,12 20 2024,00351 900,53.9068,1491,04 02 2024
103,2DJX,P,12 20 2024,00351 900,4.9594,1491,04 02 2024
104,2DJX,C,12 20 2024,00353 040,52.9219,5912,04 02 2024
105,2DJX,P,12 20 2024,00353 040,5.0733,5912,04 02 2024
106,2DJX,C,12 20 2024,00353 210,52.7752,5911,04 02 2024
107,2DJX,P,12 20 2024,00353 210,5.0905,5911,04 02 2024
108,2DJX,C,12 20 2024,00355 460,50.8458,2922,04 02 2024
109,2DJX,P,12 20 2024,00355 460,5.3298,2922,04 02 2024
110,2DJX,C,12 20 2024,00355 580,50.7445,1474,04 02 2024
111,2DJX,P,12 20 2024,00355 580,5.3441,1474,04 02 2024
112,2DJX,C,12 20 2024,00356 360,50.0870,1180,04 02 2024
113,2DJX,P,12 20 2024,00356 360,5.4385,1180,04 02 2024
114,2DJX,C,12 20 2024,00359 140,47.7566,2930,04 02 2024
