SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
4NDX,C,2023-05-01,2023-05-11,10,13558.98,39.3815,342,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
4NDX,C,2023-05-01,2023-05-11,10,16171.5,0.0001,342,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
4NDX,C,2023-05-01,2023-05-18,17,13568.22,72.8771,343,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
4NDX,C,2023-05-01,2023-05-18,17,16190.1,0.0002,343,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-05-19,18,12000.01,1267.2,21,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-05-19,18,12000.01,13.7667,30,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,11739.31,1613.625,478,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,11739.31,55.9076,478,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,11758.95,1595.429,434,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,11758.95,57.2259,434,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,11833.92,1526.285,129,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,11833.92,62.5715,129,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,11900.04,1465.705,22,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,11900.04,67.6882,22,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,11926.01,1442.003,177,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,11926.01,69.7905,177,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12000.01,1374.837,20,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12088.0,1295.821,15,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12088.0,84.5607,15,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12170.66,1222.346,92,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12170.66,93.217,92,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12255.29,1148.093,42,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12255.29,103.052,42,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12500.01,939.3629,10,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12547.0,900.4396,9,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12547.0,145.2406,9,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12632.0,831.0599,8,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12632.0,160.3167,8,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12636.01,827.8344,161,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12636.01,161.0756,161,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12778.79,715.247,238,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12778.79,190.354,238,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12789.64,706.9312,24,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12789.64,192.8187,24,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12792.0,705.1264,79,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12792.0,193.3588,79,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12818.06,685.2123,158,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12818.06,199.3379,158,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12843.0,666.2041,6,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,P,2023-05-01,2023-06-16,46,12843.0,205.11,6,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
2NDX,C,2023-05-01,2023-06-16,46,12846.0,663.9246,24,12210.049805,12261.320313,12181.080078,12212.599609,12212.599609,5168430000
