,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,TIME-TO-EXPIRATION,IV
134,2024-04-08,2NDX,C,2024-12-20,12698.65,5930.979,213,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.8262256227076774
135,2024-04-08,2NDX,P,2024-12-20,12698.65,105.6402,213,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.217555807361428
136,2024-04-08,2NDX,C,2024-12-20,12914.85,5732.371,38,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.8052200950616404
137,2024-04-08,2NDX,C,2024-12-20,12997.19,5656.955,103,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7973269752928075
138,2024-04-08,2NDX,P,2024-12-20,12997.19,119.5614,103,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.2082505991783519
139,2024-04-08,2NDX,P,2024-12-20,13100.01,124.7505,5,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.2050232453247108
140,2024-04-08,2NDX,C,2024-12-20,13218.25,5455.277,16,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7764520107604737
141,2024-04-08,2NDX,P,2024-12-20,13218.25,131.0981,16,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.2013436914793701
142,2024-04-08,2NDX,C,2024-12-20,13218.47,5455.077,40,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7764314881242017
143,2024-04-08,2NDX,P,2024-12-20,13218.47,131.1101,40,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.2013367859276305
144,2024-04-08,2NDX,C,2024-12-20,13224.97,5449.165,40,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7758245554627837
145,2024-04-08,2NDX,P,2024-12-20,13224.97,131.4673,40,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.2011336702011495
146,2024-04-08,2NDX,C,2024-12-20,13248.41,5427.851,52,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7736383495817791
147,2024-04-08,2NDX,P,2024-12-20,13248.41,132.7619,52,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.2004001270792343
148,2024-04-08,2NDX,P,2024-12-20,13313.12,136.3928,8,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1983677776413085
149,2024-04-08,2NDX,C,2024-12-20,13401.0,5289.373,14,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7595126398691739
150,2024-04-08,2NDX,P,2024-12-20,13401.0,141.458,14,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.195589119872065
151,2024-04-08,2NDX,C,2024-12-20,13441.15,5252.992,44,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7558205689693858
152,2024-04-08,2NDX,P,2024-12-20,13441.15,143.8028,44,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1943034604333233
153,2024-04-08,2NDX,C,2024-12-20,13444.51,5249.949,50,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7555121673627799
154,2024-04-08,2NDX,P,2024-12-20,13444.51,144.0005,50,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1941956479629442
155,2024-04-08,2NDX,P,2024-12-20,13500.01,147.3007,35,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1924103426281319
156,2024-04-08,2NDX,C,2024-12-20,13500.84,5198.97,24,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7503548923273261
157,2024-04-08,2NDX,P,2024-12-20,13500.84,147.3515,24,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1923839512634814
158,2024-04-08,2NDX,P,2024-12-20,13501.0,147.3613,32,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1923788657001249
159,2024-04-08,2NDX,C,2024-12-20,13509.45,5191.195,79,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7495712006905408
160,2024-04-08,2NDX,P,2024-12-20,13509.45,147.8811,79,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.19211074160655
161,2024-04-08,2NDX,P,2024-12-20,13596.25,153.3116,23,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1893436450867776
162,2024-04-08,2NDX,C,2024-12-20,13703.4,5016.522,39,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.7320720128964069
163,2024-04-08,2NDX,P,2024-12-20,13703.4,160.2756,39,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1859039325297175
164,2024-04-08,2NDX,C,2024-12-20,13736.94,4986.413,23,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.729076389621348
165,2024-04-08,2NDX,P,2024-12-20,13736.94,162.5155,23,16285.179688,16323.599609,16220.719727,16253.959961,16253.959961,4386700000,256,0.1848211694493877
