SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
2NDX,P,2023-08-01,2023-08-18,17,10000.01,0.1389,30,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-08-18,17,12000.01,3750.36,28,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-08-18,17,12000.01,2.294,43,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-08-18,17,12300.01,2.6437,15,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-08-18,17,12500.01,3252.23,104,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-08-18,17,13000.01,2754.292,15,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-08-18,17,13000.01,3.73,80,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-08-18,17,14000.01,1761.009,50,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
4NDX,C,2023-08-01,2023-08-31,30,15913.41,245.174,698,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
4NDX,C,2023-08-01,2023-08-31,30,19006.4,0.0919,698,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,11207.66,4588.754,46,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,11207.66,5.7249,46,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,12000.01,3804.623,30,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,12011.59,3793.193,172,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,12011.59,8.7846,172,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,12294.05,3514.439,105,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,12294.05,10.6253,105,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,12483.59,3327.619,21,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,12483.59,12.0934,21,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,13000.01,2820.393,25,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,13773.52,2069.714,18,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,13773.52,35.5994,18,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,14787.8,1135.16,240,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,14787.8,108.6278,240,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,14919.0,1023.803,37,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,14919.0,127.6038,37,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,14973.0,978.9766,10,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,14973.0,136.4206,10,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,15047.0,918.1041,33,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,15047.0,149.0594,33,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,15102.0,874.0143,34,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,15102.0,159.6065,34,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,15111.0,866.9114,37,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,15111.0,161.4441,37,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,15122.0,858.2414,67,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,P,2023-08-01,2023-09-15,45,15122.0,163.7014,67,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
2NDX,C,2023-08-01,2023-09-15,45,15143.0,841.6895,104,14274.929688,14309.209961,14215.639648,14283.910156,14283.910156,4633770000
