Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,4.8380,3957,05 30 2024
1,2DJX,P,06 21 2024,00381 070,3.6926,3957,05 30 2024
2,2DJX,C,06 21 2024,00384 030,3.2594,5888,05 30 2024
3,2DJX,P,06 21 2024,00384 030,5.0644,5888,05 30 2024
4,2DJX,C,06 21 2024,00384 070,3.2403,1962,05 30 2024
5,2DJX,P,06 21 2024,00384 070,5.0852,1962,05 30 2024
6,2DJX,C,06 21 2024,00384 380,3.0948,654,05 30 2024
7,2DJX,P,06 21 2024,00384 380,5.2487,654,05 30 2024
8,2DJX,C,06 21 2024,00386 640,2.1676,1682,05 30 2024
9,2DJX,P,06 21 2024,00386 640,6.5742,1682,05 30 2024
10,2DJX,C,06 21 2024,00386 810,2.1064,777,05 30 2024
11,2DJX,P,06 21 2024,00386 810,6.6825,777,05 30 2024
12,2DJX,C,06 21 2024,00389 800,1.2085,386,05 30 2024
13,2DJX,P,06 21 2024,00389 800,8.7649,386,05 30 2024
14,2DJX,C,06 21 2024,00390 100,1.1377,1286,05 30 2024
15,2DJX,P,06 21 2024,00390 100,8.9931,1286,05 30 2024
16,2DJX,C,06 21 2024,00390 500,1.0516,900,05 30 2024
17,2DJX,P,06 21 2024,00390 500,9.3057,900,05 30 2024
18,2DJX,C,06 21 2024,00391 160,0.9203,2587,05 30 2024
19,2DJX,P,06 21 2024,00391 160,9.8323,2587,05 30 2024
20,2DJX,C,06 21 2024,00392 730,0.6577,12888,05 30 2024
21,2DJX,P,06 21 2024,00392 730,11.1346,12888,05 30 2024
22,2DJX,C,06 21 2024,00392 820,0.6446,8375,05 30 2024
23,2DJX,P,06 21 2024,00392 820,11.2112,8375,05 30 2024
24,2DJX,C,06 21 2024,00393 000,0.6191,79,05 30 2024
25,2DJX,P,06 21 2024,00393 000,11.3651,79,05 30 2024
26,2DJX,C,06 21 2024,00393 300,0.5782,3860,05 30 2024
27,2DJX,P,06 21 2024,00393 300,11.6233,3860,05 30 2024
28,2DJX,C,06 21 2024,00393 310,0.5769,643,05 30 2024
29,2DJX,P,06 21 2024,00393 310,11.6320,643,05 30 2024
30,2DJX,C,06 21 2024,00395 010,0.3842,2920,05 30 2024
31,2DJX,P,06 21 2024,00395 010,13.1338,2920,05 30 2024
32,2DJX,C,06 21 2024,00395 130,0.3751,512,05 30 2024
33,2DJX,P,06 21 2024,00395 130,13.2443,512,05 30 2024
34,2DJX,C,06 21 2024,00395 250,0.3662,2536,05 30 2024
