Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,11.6919,3957,05 07 2024
1,2DJX,P,06 21 2024,00381 070,2.5873,3957,05 07 2024
2,2DJX,C,06 21 2024,00384 030,9.4860,5888,05 07 2024
3,2DJX,P,06 21 2024,00384 030,3.3219,5888,05 07 2024
4,2DJX,C,06 21 2024,00384 070,9.4574,1962,05 07 2024
5,2DJX,P,06 21 2024,00384 070,3.3330,1962,05 07 2024
6,2DJX,C,06 21 2024,00384 380,9.2364,654,05 07 2024
7,2DJX,P,06 21 2024,00384 380,3.4200,654,05 07 2024
8,2DJX,C,06 21 2024,00386 640,7.7024,1682,05 07 2024
9,2DJX,P,06 21 2024,00386 640,4.1311,1682,05 07 2024
10,2DJX,C,06 21 2024,00390 500,5.3904,900,05 07 2024
11,2DJX,P,06 21 2024,00390 500,5.6535,900,05 07 2024
12,2DJX,C,06 21 2024,00391 160,5.0472,2587,05 07 2024
13,2DJX,P,06 21 2024,00391 160,5.9660,2587,05 07 2024
14,2DJX,C,06 21 2024,00392 730,4.2809,12888,05 07 2024
15,2DJX,P,06 21 2024,00392 730,6.7594,12888,05 07 2024
16,2DJX,C,06 21 2024,00392 820,4.2392,8375,05 07 2024
17,2DJX,P,06 21 2024,00392 820,6.8071,8375,05 07 2024
18,2DJX,C,06 21 2024,00393 000,4.1564,79,05 07 2024
19,2DJX,P,06 21 2024,00393 000,6.9031,79,05 07 2024
20,2DJX,C,06 21 2024,00393 300,4.0204,3860,05 07 2024
21,2DJX,P,06 21 2024,00393 300,7.0652,3860,05 07 2024
22,2DJX,C,06 21 2024,00393 310,4.0160,643,05 07 2024
23,2DJX,P,06 21 2024,00393 310,7.0706,643,05 07 2024
24,2DJX,C,06 21 2024,00395 130,3.2507,512,05 07 2024
25,2DJX,P,06 21 2024,00395 130,8.1133,512,05 07 2024
26,2DJX,P,08 16 2024,00360 000,1.8906,400,05 07 2024
27,2DJX,C,09 20 2024,00363 890,32.7650,4245,05 07 2024
