Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,19.5375,3957,05 21 2024
1,2DJX,P,06 21 2024,00381 070,0.6123,3957,05 21 2024
2,2DJX,C,06 21 2024,00384 030,16.7065,5888,05 21 2024
3,2DJX,P,06 21 2024,00384 030,0.7279,5888,05 21 2024
4,2DJX,C,06 21 2024,00384 070,16.6684,1962,05 21 2024
5,2DJX,P,06 21 2024,00384 070,0.7296,1962,05 21 2024
6,2DJX,C,06 21 2024,00384 380,16.3731,654,05 21 2024
7,2DJX,P,06 21 2024,00384 380,0.7428,654,05 21 2024
8,2DJX,C,06 21 2024,00386 640,14.2838,1682,05 21 2024
9,2DJX,P,06 21 2024,00386 640,0.9033,1682,05 21 2024
10,2DJX,C,06 21 2024,00390 100,11.2065,1286,05 21 2024
11,2DJX,P,06 21 2024,00390 100,1.2702,1286,05 21 2024
12,2DJX,C,06 21 2024,00390 500,10.8708,900,05 21 2024
13,2DJX,P,06 21 2024,00390 500,1.3327,900,05 21 2024
14,2DJX,C,06 21 2024,00391 160,10.3233,2587,05 21 2024
15,2DJX,P,06 21 2024,00391 160,1.4422,2587,05 21 2024
16,2DJX,C,06 21 2024,00392 730,9.0549,12888,05 21 2024
17,2DJX,P,06 21 2024,00392 730,1.7367,12888,05 21 2024
18,2DJX,C,06 21 2024,00392 820,8.9838,8375,05 21 2024
19,2DJX,P,06 21 2024,00392 820,1.7551,8375,05 21 2024
20,2DJX,C,06 21 2024,00393 000,8.8420,79,05 21 2024
21,2DJX,P,06 21 2024,00393 000,1.7925,79,05 21 2024
22,2DJX,C,06 21 2024,00393 300,8.6074,3860,05 21 2024
23,2DJX,P,06 21 2024,00393 300,1.8565,3860,05 21 2024
24,2DJX,C,06 21 2024,00393 310,8.5996,643,05 21 2024
25,2DJX,P,06 21 2024,00393 310,1.8587,643,05 21 2024
26,2DJX,C,06 21 2024,00395 010,7.3114,2920,05 21 2024
27,2DJX,P,06 21 2024,00395 010,2.2628,2920,05 21 2024
28,2DJX,C,06 21 2024,00395 130,7.2256,512,05 21 2024
29,2DJX,P,06 21 2024,00395 130,2.2964,512,05 21 2024
30,2DJX,C,06 21 2024,00397 000,5.9439,285,05 21 2024
31,2DJX,P,06 21 2024,00397 000,2.8762,285,05 21 2024
32,2DJX,C,06 21 2024,00400 300,3.9749,1379,05 21 2024
33,2DJX,P,06 21 2024,00400 300,4.1922,1379,05 21 2024
34,2DJX,C,09 20 2024,00363 890,41.3248,4245,05 21 2024
35,2DJX,P,09 20 2024,00363 890,1.7423,4245,05 21 2024
36,2DJX,C,10 18 2024,00400 010,14.1983,1000,05 21 2024
37,2DJX,C,11 15 2024,00400 000,16.2794,500,05 21 2024
38,2DJX,C,11 15 2024,00400 010,16.2732,2000,05 21 2024
39,2DJX,C,12 20 2024,00240 470,163.0781,1173,05 21 2024
40,2DJX,P,12 20 2024,00240 470,0.5379,1173,05 21 2024
41,2DJX,C,12 20 2024,00251 150,152.7718,940,05 21 2024
42,2DJX,P,12 20 2024,00251 150,0.5893,940,05 21 2024
43,2DJX,C,12 20 2024,00261 010,143.2568,910,05 21 2024
44,2DJX,P,12 20 2024,00261 010,0.6369,910,05 21 2024
45,2DJX,C,12 20 2024,00262 810,141.5198,360,05 21 2024
46,2DJX,P,12 20 2024,00262 810,0.6455,360,05 21 2024
47,2DJX,C,12 20 2024,00264 120,140.2557,1700,05 21 2024
48,2DJX,P,12 20 2024,00264 120,0.6519,1700,05 21 2024
49,2DJX,C,12 20 2024,00265 310,139.1073,1614,05 21 2024
50,2DJX,P,12 20 2024,00265 310,0.6576,1614,05 21 2024
51,2DJX,C,12 20 2024,00265 890,138.5476,893,05 21 2024
52,2DJX,P,12 20 2024,00265 890,0.6604,893,05 21 2024
