Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,8.0723,3957,05 02 2024
1,2DJX,P,06 21 2024,00381 070,5.3278,3957,05 02 2024
2,2DJX,C,06 21 2024,00384 030,6.3089,5888,05 02 2024
3,2DJX,P,06 21 2024,00384 030,6.5027,5888,05 02 2024
4,2DJX,C,06 21 2024,00384 070,6.2864,1962,05 02 2024
5,2DJX,P,06 21 2024,00384 070,6.5199,1962,05 02 2024
6,2DJX,C,06 21 2024,00384 380,6.1136,654,05 02 2024
7,2DJX,P,06 21 2024,00384 380,6.6549,654,05 02 2024
8,2DJX,C,06 21 2024,00386 640,4.9673,1682,05 02 2024
9,2DJX,P,06 21 2024,00386 640,7.7520,1682,05 02 2024
10,2DJX,C,06 21 2024,00391 160,3.1263,2587,05 02 2024
11,2DJX,P,06 21 2024,00391 160,10.3979,2587,05 02 2024
12,2DJX,C,06 21 2024,00392 730,2.6376,12888,05 02 2024
13,2DJX,P,06 21 2024,00392 730,11.4677,12888,05 02 2024
14,2DJX,C,06 21 2024,00392 820,2.6113,8375,05 02 2024
15,2DJX,P,06 21 2024,00392 820,11.5307,8375,05 02 2024
16,2DJX,C,06 21 2024,00393 000,2.5593,79,05 02 2024
17,2DJX,P,06 21 2024,00393 000,11.6574,79,05 02 2024
18,2DJX,C,06 21 2024,00393 300,2.4743,3860,05 02 2024
19,2DJX,P,06 21 2024,00393 300,11.8702,3860,05 02 2024
20,2DJX,C,06 21 2024,00393 310,2.4715,643,05 02 2024
21,2DJX,P,06 21 2024,00393 310,11.8773,643,05 02 2024
22,2DJX,C,06 21 2024,00395 130,1.9962,512,05 02 2024
23,2DJX,P,06 21 2024,00395 130,13.2087,512,05 02 2024
24,2DJX,P,08 16 2024,00360 000,2.9711,400,05 02 2024
25,2DJX,C,09 20 2024,00363 890,27.7540,4245,05 02 2024
26,2DJX,P,09 20 2024,00363 890,4.4998,4245,05 02 2024
27,2DJX,C,10 18 2024,00400 010,7.2405,1000,05 02 2024
28,2DJX,C,11 15 2024,00400 010,8.9988,2000,05 02 2024
29,2DJX,C,12 20 2024,00240 470,146.7030,1173,05 02 2024
30,2DJX,P,12 20 2024,00240 470,0.9839,1173,05 02 2024
31,2DJX,C,12 20 2024,00251 150,136.5261,940,05 02 2024
32,2DJX,P,12 20 2024,00251 150,1.1367,940,05 02 2024
33,2DJX,C,12 20 2024,00261 010,127.1306,910,05 02 2024
34,2DJX,P,12 20 2024,00261 010,1.2779,910,05 02 2024
35,2DJX,C,12 20 2024,00262 810,125.4154,360,05 02 2024
36,2DJX,P,12 20 2024,00262 810,1.3036,360,05 02 2024
37,2DJX,C,12 20 2024,00264 120,124.1671,1700,05 02 2024
38,2DJX,P,12 20 2024,00264 120,1.3224,1700,05 02 2024
39,2DJX,C,12 20 2024,00265 310,123.0332,1614,05 02 2024
40,2DJX,P,12 20 2024,00265 310,1.3394,1614,05 02 2024
41,2DJX,C,12 20 2024,00265 890,122.4805,893,05 02 2024
42,2DJX,P,12 20 2024,00265 890,1.3477,893,05 02 2024
43,2DJX,C,12 20 2024,00266 520,121.8802,579,05 02 2024
44,2DJX,P,12 20 2024,00266 520,1.3568,579,05 02 2024
45,2DJX,C,12 20 2024,00268 000,120.4700,1062,05 02 2024
46,2DJX,P,12 20 2024,00268 000,1.3780,1062,05 02 2024
47,2DJX,C,12 20 2024,00270 260,118.3165,1100,05 02 2024
48,2DJX,P,12 20 2024,00270 260,1.4104,1100,05 02 2024
49,2DJX,C,12 20 2024,00270 910,117.6971,2113,05 02 2024
50,2DJX,P,12 20 2024,00270 910,1.4197,2113,05 02 2024
51,2DJX,C,12 20 2024,00271 050,117.5637,1233,05 02 2024
52,2DJX,P,12 20 2024,00271 050,1.4217,1233,05 02 2024
53,2DJX,C,12 20 2024,00271 080,117.5351,528,05 02 2024
54,2DJX,P,12 20 2024,00271 080,1.4221,528,05 02 2024
55,2DJX,C,12 20 2024,00271 750,116.8967,1078,05 02 2024
56,2DJX,P,12 20 2024,00271 750,1.4317,1078,05 02 2024
57,2DJX,C,12 20 2024,00273 520,115.2101,715,05 02 2024
58,2DJX,P,12 20 2024,00273 520,1.4571,715,05 02 2024
59,2DJX,C,12 20 2024,00276 520,112.3515,1721,05 02 2024
60,2DJX,P,12 20 2024,00276 520,1.5001,1721,05 02 2024
61,2DJX,C,12 20 2024,00280 540,108.5210,1738,05 02 2024
62,2DJX,P,12 20 2024,00280 540,1.5578,1738,05 02 2024
63,2DJX,C,12 20 2024,00287 310,102.0701,1334,05 02 2024
64,2DJX,P,12 20 2024,00287 310,1.6549,1334,05 02 2024
65,2DJX,C,12 20 2024,00288 670,100.7743,678,05 02 2024
66,2DJX,P,12 20 2024,00288 670,1.6744,678,05 02 2024
67,2DJX,C,12 20 2024,00291 000,98.5541,1322,05 02 2024
68,2DJX,P,12 20 2024,00291 000,1.7078,1322,05 02 2024
69,2DJX,P,12 20 2024,00301 000,1.8513,950,05 02 2024
70,2DJX,C,12 20 2024,00309 840,80.6022,3408,05 02 2024
71,2DJX,P,12 20 2024,00309 840,1.9781,3408,05 02 2024
72,2DJX,C,12 20 2024,00326 810,65.0937,3080,05 02 2024
73,2DJX,P,12 20 2024,00326 810,2.8830,3080,05 02 2024
74,2DJX,P,12 20 2024,00330 010,3.1264,900,05 02 2024
75,2DJX,C,12 20 2024,00330 670,61.6538,885,05 02 2024
76,2DJX,P,12 20 2024,00330 670,3.1766,885,05 02 2024
77,2DJX,C,12 20 2024,00333 870,58.8021,729,05 02 2024
78,2DJX,P,12 20 2024,00333 870,3.4200,729,05 02 2024
79,2DJX,C,12 20 2024,00336 280,56.6744,868,05 02 2024
80,2DJX,P,12 20 2024,00336 280,3.6232,868,05 02 2024
81,2DJX,C,12 20 2024,00336 400,56.5693,2032,05 02 2024
82,2DJX,P,12 20 2024,00336 400,3.6342,2032,05 02 2024
83,2DJX,C,12 20 2024,00338 520,54.7184,1010,05 02 2024
84,2DJX,P,12 20 2024,00338 520,3.8337,1010,05 02 2024
85,2DJX,C,12 20 2024,00338 660,54.5965,575,05 02 2024
86,2DJX,P,12 20 2024,00338 660,3.8472,575,05 02 2024
87,2DJX,C,12 20 2024,00341 460,52.1830,2306,05 02 2024
88,2DJX,P,12 20 2024,00341 460,4.1419,2306,05 02 2024
89,2DJX,C,12 20 2024,00344 660,49.4575,733,05 02 2024
90,2DJX,P,12 20 2024,00344 660,4.5114,733,05 02 2024
91,2DJX,C,12 20 2024,00345 610,48.6483,1824,05 02 2024
92,2DJX,P,12 20 2024,00345 610,4.6211,1824,05 02 2024
93,2DJX,C,12 20 2024,00346 520,47.8733,1499,05 02 2024
94,2DJX,P,12 20 2024,00346 520,4.7262,1499,05 02 2024
95,2DJX,C,12 20 2024,00347 160,47.3281,1512,05 02 2024
96,2DJX,P,12 20 2024,00347 160,4.8001,1512,05 02 2024
97,2DJX,C,12 20 2024,00347 610,46.9449,1537,05 02 2024
98,2DJX,P,12 20 2024,00347 610,4.8521,1537,05 02 2024
99,2DJX,C,12 20 2024,00347 700,46.8682,615,05 02 2024
100,2DJX,P,12 20 2024,00347 700,4.8625,615,05 02 2024
101,2DJX,C,12 20 2024,00348 050,46.5701,306,05 02 2024
102,2DJX,P,12 20 2024,00348 050,4.9029,306,05 02 2024
103,2DJX,C,12 20 2024,00349 410,45.4158,763,05 02 2024
104,2DJX,P,12 20 2024,00349 410,5.0639,763,05 02 2024
105,2DJX,C,12 20 2024,00349 790,45.0943,2131,05 02 2024
106,2DJX,P,12 20 2024,00349 790,5.1100,2131,05 02 2024
107,2DJX,C,12 20 2024,00350 010,44.9085,1450,05 02 2024
108,2DJX,C,12 20 2024,00350 550,44.4593,1405,05 02 2024
109,2DJX,P,12 20 2024,00350 550,5.2100,1405,05 02 2024
110,2DJX,C,12 20 2024,00351 740,43.4727,4451,05 02 2024
111,2DJX,P,12 20 2024,00351 740,5.3744,4451,05 02 2024
112,2DJX,C,12 20 2024,00351 800,43.4230,7419,05 02 2024
113,2DJX,P,12 20 2024,00351 800,5.3828,7419,05 02 2024
114,2DJX,C,12 20 2024,00351 900,43.3404,1491,05 02 2024
115,2DJX,P,12 20 2024,00351 900,5.3969,1491,05 02 2024
116,2DJX,C,12 20 2024,00353 040,42.4004,5912,05 02 2024
117,2DJX,P,12 20 2024,00353 040,5.5595,5912,05 02 2024
118,2DJX,C,12 20 2024,00353 210,42.2606,5911,05 02 2024
119,2DJX,P,12 20 2024,00353 210,5.5842,5911,05 02 2024
120,2DJX,C,12 20 2024,00355 460,40.4220,2922,05 02 2024
121,2DJX,P,12 20 2024,00355 460,5.9217,2922,05 02 2024
122,2DJX,C,12 20 2024,00355 580,40.3247,1474,05 02 2024
123,2DJX,P,12 20 2024,00355 580,5.9406,1474,05 02 2024
124,2DJX,C,12 20 2024,00356 360,39.6942,1180,05 02 2024
125,2DJX,P,12 20 2024,00356 360,6.0644,1180,05 02 2024
126,2DJX,C,12 20 2024,00359 140,37.4667,2930,05 02 2024
127,2DJX,P,12 20 2024,00359 140,6.5258,2930,05 02 2024
128,2DJX,C,12 20 2024,00359 160,37.4508,3660,05 02 2024
129,2DJX,P,12 20 2024,00359 160,6.5292,3660,05 02 2024
130,2DJX,C,12 20 2024,00369 260,29.9049,855,05 02 2024
131,2DJX,P,12 20 2024,00369 260,8.7521,855,05 02 2024
132,2DJX,C,12 20 2024,00374 800,25.9508,2768,05 02 2024
133,2DJX,P,12 20 2024,00374 800,10.1563,2768,05 02 2024
134,2DJX,C,12 20 2024,00374 910,25.8736,2768,05 02 2024
135,2DJX,P,12 20 2024,00374 910,10.1855,2768,05 02 2024
136,2DJX,C,12 20 2024,00375 040,25.7824,6229,05 02 2024
137,2DJX,P,12 20 2024,00375 040,10.2200,6229,05 02 2024
138,2DJX,C,12 20 2024,00380 850,21.7226,2719,05 02 2024
139,2DJX,P,12 20 2024,00380 850,11.7796,2719,05 02 2024
140,2DJX,C,12 20 2024,00383 340,20.2066,4838,05 02 2024
141,2DJX,P,12 20 2024,00383 340,12.6720,4838,05 02 2024
142,2DJX,C,12 20 2024,00385 640,18.8096,1342,05 02 2024
143,2DJX,P,12 20 2024,00385 640,13.4996,1342,05 02 2024
144,2DJX,C,12 20 2024,00391 600,15.3487,5888,05 02 2024
145,2DJX,P,12 20 2024,00391 600,15.8032,5888,05 02 2024
146,2DJX,C,12 20 2024,00394 630,13.7991,2600,05 02 2024
147,2DJX,P,12 20 2024,00394 630,17.1842,2600,05 02 2024
148,2DJX,C,12 20 2024,00396 790,12.6944,1297,05 02 2024
149,2DJX,P,12 20 2024,00396 790,18.1687,1297,05 02 2024
