Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,15.9479,3957,05 13 2024
1,2DJX,P,06 21 2024,00381 070,1.4869,3957,05 13 2024
2,2DJX,C,06 21 2024,00384 030,13.3658,5888,05 13 2024
3,2DJX,P,06 21 2024,00384 030,1.8478,5888,05 13 2024
4,2DJX,C,06 21 2024,00384 070,13.3315,1962,05 13 2024
5,2DJX,P,06 21 2024,00384 070,1.8533,1962,05 13 2024
6,2DJX,C,06 21 2024,00384 380,13.0661,654,05 13 2024
7,2DJX,P,06 21 2024,00384 380,1.8962,654,05 13 2024
8,2DJX,C,06 21 2024,00386 640,11.2667,1682,05 13 2024
9,2DJX,P,06 21 2024,00386 640,2.3438,1682,05 13 2024
10,2DJX,C,06 21 2024,00390 100,8.7626,1286,05 13 2024
11,2DJX,P,06 21 2024,00390 100,3.2799,1286,05 13 2024
12,2DJX,C,06 21 2024,00390 500,8.4868,900,05 13 2024
13,2DJX,P,06 21 2024,00390 500,3.4019,900,05 13 2024
14,2DJX,C,06 21 2024,00391 160,8.0401,2587,05 13 2024
15,2DJX,P,06 21 2024,00391 160,3.6113,2587,05 13 2024
16,2DJX,C,06 21 2024,00392 730,7.0204,12888,05 13 2024
17,2DJX,P,06 21 2024,00392 730,4.1527,12888,05 13 2024
18,2DJX,C,06 21 2024,00392 820,6.9639,8375,05 13 2024
19,2DJX,P,06 21 2024,00392 820,4.1856,8375,05 13 2024
20,2DJX,C,06 21 2024,00393 000,6.8514,79,05 13 2024
21,2DJX,P,06 21 2024,00393 000,4.2521,79,05 13 2024
22,2DJX,C,06 21 2024,00393 300,6.6659,3860,05 13 2024
23,2DJX,P,06 21 2024,00393 300,4.3649,3860,05 13 2024
24,2DJX,C,06 21 2024,00393 310,6.6597,643,05 13 2024
25,2DJX,P,06 21 2024,00393 310,4.3687,643,05 13 2024
26,2DJX,C,06 21 2024,00395 130,5.5880,512,05 13 2024
27,2DJX,P,06 21 2024,00395 130,5.1065,512,05 13 2024
28,2DJX,C,06 21 2024,00397 000,4.5962,285,05 13 2024
29,2DJX,P,06 21 2024,00397 000,5.9741,285,05 13 2024
30,2DJX,P,08 16 2024,00360 000,1.4561,400,05 13 2024
31,2DJX,C,09 20 2024,00363 890,37.4775,4245,05 13 2024
32,2DJX,P,09 20 2024,00363 890,2.5027,4245,05 13 2024
33,2DJX,C,10 18 2024,00400 010,12.3359,1000,05 13 2024
34,2DJX,C,11 15 2024,00400 000,14.3874,500,05 13 2024
35,2DJX,C,11 15 2024,00400 010,14.3815,2000,05 13 2024
36,2DJX,C,12 20 2024,00240 470,158.1151,1173,05 13 2024
37,2DJX,P,12 20 2024,00240 470,0.1877,1173,05 13 2024
38,2DJX,C,12 20 2024,00251 150,147.8762,940,05 13 2024
39,2DJX,P,12 20 2024,00251 150,0.2951,940,05 13 2024
40,2DJX,C,12 20 2024,00261 010,138.4682,910,05 13 2024
41,2DJX,P,12 20 2024,00261 010,0.4387,910,05 13 2024
42,2DJX,C,12 20 2024,00262 810,136.7570,360,05 13 2024
