Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,19.9943,3957,05 15 2024
1,2DJX,P,06 21 2024,00381 070,0.7156,3957,05 15 2024
2,2DJX,C,06 21 2024,00384 030,17.2308,5888,05 15 2024
3,2DJX,P,06 21 2024,00384 030,0.8961,5888,05 15 2024
4,2DJX,C,06 21 2024,00384 070,17.1938,1962,05 15 2024
5,2DJX,P,06 21 2024,00384 070,0.8988,1962,05 15 2024
6,2DJX,C,06 21 2024,00384 380,16.9070,654,05 15 2024
7,2DJX,P,06 21 2024,00384 380,0.9203,654,05 15 2024
8,2DJX,C,06 21 2024,00386 640,14.8652,1682,05 15 2024
9,2DJX,P,06 21 2024,00386 640,1.1263,1682,05 15 2024
10,2DJX,C,06 21 2024,00390 100,11.8591,1286,05 15 2024
11,2DJX,P,06 21 2024,00390 100,1.5614,1286,05 15 2024
12,2DJX,C,06 21 2024,00390 500,11.5283,900,05 15 2024
13,2DJX,P,06 21 2024,00390 500,1.6285,900,05 15 2024
14,2DJX,C,06 21 2024,00391 160,10.9885,2587,05 15 2024
15,2DJX,P,06 21 2024,00391 160,1.7450,2587,05 15 2024
16,2DJX,C,06 21 2024,00392 730,9.7360,12888,05 15 2024
17,2DJX,P,06 21 2024,00392 730,2.0540,12888,05 15 2024
18,2DJX,C,06 21 2024,00392 820,9.6657,8375,05 15 2024
19,2DJX,P,06 21 2024,00392 820,2.0732,8375,05 15 2024
20,2DJX,C,06 21 2024,00393 000,9.5254,79,05 15 2024
21,2DJX,P,06 21 2024,00393 000,2.1120,79,05 15 2024
22,2DJX,C,06 21 2024,00393 300,9.2932,3860,05 15 2024
23,2DJX,P,06 21 2024,00393 300,2.1781,3860,05 15 2024
24,2DJX,C,06 21 2024,00393 310,9.2855,643,05 15 2024
25,2DJX,P,06 21 2024,00393 310,2.1804,643,05 15 2024
26,2DJX,C,06 21 2024,00395 130,7.9223,512,05 15 2024
27,2DJX,P,06 21 2024,00395 130,2.6273,512,05 15 2024
28,2DJX,C,06 21 2024,00397 000,6.6500,285,05 15 2024
29,2DJX,P,06 21 2024,00397 000,3.2148,285,05 15 2024
30,2DJX,P,08 16 2024,00360 000,1.0295,400,05 15 2024
31,2DJX,C,09 20 2024,00363 890,41.4894,4245,05 15 2024
32,2DJX,P,09 20 2024,00363 890,1.8658,4245,05 15 2024
33,2DJX,C,10 18 2024,00400 010,14.6406,1000,05 15 2024
34,2DJX,C,11 15 2024,00400 000,16.7902,500,05 15 2024
35,2DJX,C,11 15 2024,00400 010,16.7839,2000,05 15 2024
36,2DJX,C,12 20 2024,00240 470,163.2806,1173,05 15 2024
