Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,11.6722,3957,05 06 2024
1,2DJX,P,06 21 2024,00381 070,2.8067,3957,05 06 2024
2,2DJX,C,06 21 2024,00384 030,9.5084,5888,05 06 2024
3,2DJX,P,06 21 2024,00384 030,3.5829,5888,05 06 2024
4,2DJX,C,06 21 2024,00384 070,9.4803,1962,05 06 2024
5,2DJX,P,06 21 2024,00384 070,3.5946,1962,05 06 2024
6,2DJX,C,06 21 2024,00384 380,9.2638,654,05 06 2024
7,2DJX,P,06 21 2024,00384 380,3.6861,654,05 06 2024
8,2DJX,C,06 21 2024,00386 640,7.7582,1682,05 06 2024
9,2DJX,P,06 21 2024,00386 640,4.4252,1682,05 06 2024
10,2DJX,C,06 21 2024,00391 160,5.1429,2587,05 06 2024
11,2DJX,P,06 21 2024,00391 160,6.2995,2587,05 06 2024
12,2DJX,C,06 21 2024,00392 730,4.3803,12888,05 06 2024
13,2DJX,P,06 21 2024,00392 730,7.0962,12888,05 06 2024
14,2DJX,C,06 21 2024,00392 820,4.3386,8375,05 06 2024
15,2DJX,P,06 21 2024,00392 820,7.1440,8375,05 06 2024
16,2DJX,C,06 21 2024,00393 000,4.2560,79,05 06 2024
17,2DJX,P,06 21 2024,00393 000,7.2402,79,05 06 2024
18,2DJX,C,06 21 2024,00393 300,4.1204,3860,05 06 2024
19,2DJX,P,06 21 2024,00393 300,7.4025,3860,05 06 2024
20,2DJX,C,06 21 2024,00393 310,4.1159,643,05 06 2024
21,2DJX,P,06 21 2024,00393 310,7.4080,643,05 06 2024
22,2DJX,C,06 21 2024,00395 130,3.3507,512,05 06 2024
23,2DJX,P,06 21 2024,00395 130,8.4505,512,05 06 2024
24,2DJX,P,08 16 2024,00360 000,1.9611,400,05 06 2024
25,2DJX,C,09 20 2024,00363 890,32.5765,4245,05 06 2024
26,2DJX,P,09 20 2024,00363 890,3.2322,4245,05 06 2024
27,2DJX,C,10 18 2024,00400 010,9.5671,1000,05 06 2024
28,2DJX,C,11 15 2024,00400 010,11.4881,2000,05 06 2024
29,2DJX,C,12 20 2024,00240 470,152.9571,1173,05 06 2024
30,2DJX,P,12 20 2024,00240 470,0.9388,1173,05 06 2024
31,2DJX,C,12 20 2024,00251 150,142.7343,940,05 06 2024
32,2DJX,P,12 20 2024,00251 150,1.0526,940,05 06 2024
33,2DJX,C,12 20 2024,00261 010,133.2965,910,05 06 2024
34,2DJX,P,12 20 2024,00261 010,1.1578,910,05 06 2024
35,2DJX,C,12 20 2024,00262 810,131.5736,360,05 06 2024
36,2DJX,P,12 20 2024,00262 810,1.1770,360,05 06 2024
37,2DJX,C,12 20 2024,00264 120,130.3197,1700,05 06 2024
38,2DJX,P,12 20 2024,00264 120,1.1910,1700,05 06 2024
39,2DJX,C,12 20 2024,00265 310,129.1807,1614,05 06 2024
40,2DJX,P,12 20 2024,00265 310,1.2037,1614,05 06 2024
41,2DJX,C,12 20 2024,00265 890,128.6255,893,05 06 2024
42,2DJX,P,12 20 2024,00265 890,1.2099,893,05 06 2024
43,2DJX,C,12 20 2024,00266 520,128.0225,579,05 06 2024
44,2DJX,P,12 20 2024,00266 520,1.2166,579,05 06 2024
45,2DJX,C,12 20 2024,00268 000,126.6059,1062,05 06 2024
46,2DJX,P,12 20 2024,00268 000,1.2324,1062,05 06 2024
47,2DJX,C,12 20 2024,00270 260,124.4427,1100,05 06 2024
48,2DJX,P,12 20 2024,00270 260,1.2565,1100,05 06 2024
49,2DJX,C,12 20 2024,00270 910,123.8205,2113,05 06 2024
50,2DJX,P,12 20 2024,00270 910,1.2634,2113,05 06 2024
51,2DJX,C,12 20 2024,00271 050,123.6865,1233,05 06 2024
52,2DJX,P,12 20 2024,00271 050,1.2649,1233,05 06 2024
53,2DJX,C,12 20 2024,00271 080,123.6578,528,05 06 2024
54,2DJX,P,12 20 2024,00271 080,1.2653,528,05 06 2024
55,2DJX,C,12 20 2024,00271 750,123.0165,1078,05 06 2024
56,2DJX,P,12 20 2024,00271 750,1.2724,1078,05 06 2024
57,2DJX,C,12 20 2024,00273 520,121.3223,715,05 06 2024
58,2DJX,P,12 20 2024,00273 520,1.2913,715,05 06 2024
59,2DJX,C,12 20 2024,00276 520,118.4508,1721,05 06 2024
60,2DJX,P,12 20 2024,00276 520,1.3234,1721,05 06 2024
61,2DJX,C,12 20 2024,00280 540,114.6030,1738,05 06 2024
62,2DJX,P,12 20 2024,00280 540,1.3663,1738,05 06 2024
63,2DJX,C,12 20 2024,00287 310,108.1230,1334,05 06 2024
64,2DJX,P,12 20 2024,00287 310,1.4386,1334,05 06 2024
65,2DJX,C,12 20 2024,00288 670,106.8213,678,05 06 2024
66,2DJX,P,12 20 2024,00288 670,1.4532,678,05 06 2024
67,2DJX,C,12 20 2024,00291 000,104.5911,1322,05 06 2024
68,2DJX,P,12 20 2024,00291 000,1.4781,1322,05 06 2024
69,2DJX,P,12 20 2024,00301 000,1.5849,950,05 06 2024
70,2DJX,C,12 20 2024,00309 840,86.5582,3408,05 06 2024
71,2DJX,P,12 20 2024,00309 840,1.6793,3408,05 06 2024
72,2DJX,C,12 20 2024,00326 810,70.8600,3080,05 06 2024
73,2DJX,P,12 20 2024,00326 810,2.4055,3080,05 06 2024
74,2DJX,P,12 20 2024,00330 010,2.6239,900,05 06 2024
75,2DJX,C,12 20 2024,00330 670,67.3876,885,05 06 2024
76,2DJX,P,12 20 2024,00330 670,2.6690,885,05 06 2024
77,2DJX,C,12 20 2024,00333 870,64.5090,729,05 06 2024
78,2DJX,P,12 20 2024,00333 870,2.8875,729,05 06 2024
79,2DJX,C,12 20 2024,00336 280,62.3411,868,05 06 2024
80,2DJX,P,12 20 2024,00336 280,3.0521,868,05 06 2024
81,2DJX,C,12 20 2024,00336 400,62.2331,2032,05 06 2024
82,2DJX,P,12 20 2024,00336 400,3.0602,2032,05 06 2024
83,2DJX,C,12 20 2024,00338 520,60.3260,1010,05 06 2024
84,2DJX,P,12 20 2024,00338 520,3.2050,1010,05 06 2024
85,2DJX,C,12 20 2024,00338 660,60.2001,575,05 06 2024
86,2DJX,P,12 20 2024,00338 660,3.2146,575,05 06 2024
87,2DJX,C,12 20 2024,00341 460,57.6814,2306,05 06 2024
88,2DJX,P,12 20 2024,00341 460,3.4058,2306,05 06 2024
89,2DJX,C,12 20 2024,00344 660,54.8053,733,05 06 2024
90,2DJX,P,12 20 2024,00344 660,3.6269,733,05 06 2024
