SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
2NDX,C,2023-02-01,2023-02-17,16,12500.01,190.0586,22,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
4NDX,C,2023-02-01,2023-03-02,29,12497.38,266.1927,259,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
4NDX,C,2023-02-01,2023-03-02,29,14907.68,0.9329,259,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,C,2023-02-01,2023-03-17,44,10821.0,1635.481,75,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,P,2023-02-01,2023-03-17,44,10821.0,52.8146,75,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,C,2023-02-01,2023-03-17,44,10838.0,1619.76,46,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,P,2023-02-01,2023-03-17,44,10838.0,53.9992,46,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,C,2023-02-01,2023-03-17,44,10864.0,1595.776,463,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,P,2023-02-01,2023-03-17,44,10864.0,55.8701,463,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,C,2023-02-01,2023-03-17,44,10894.0,1568.162,69,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,P,2023-02-01,2023-03-17,44,10894.0,58.0894,69,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,C,2023-02-01,2023-03-17,44,10896.0,1566.323,2,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,P,2023-02-01,2023-03-17,44,10896.0,58.2396,2,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,C,2023-02-01,2023-03-17,44,10921.0,1543.339,1,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
2NDX,P,2023-02-01,2023-03-17,44,10921.0,60.1165,1,11573.139648,11904.019531,11500.330078,11816.320313,11816.320313,6336040000
