SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
4RUT,C,2023-04-03,2023-04-06,3,1107.03,695.4636,268,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,P,2023-04-03,2023-04-06,3,1107.03,0.0001,268,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-06,3,2009.8,0.0001,28,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-06,3,2049.99,0.0001,28,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-11,8,1644.51,159.2563,790,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,P,2023-04-03,2023-04-11,8,1644.51,0.3815,790,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-14,11,2004.98,0.0237,76,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-14,11,2038.06,0.0067,48,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-14,11,2060.12,0.0021,28,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-21,18,1991.46,0.3673,23,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-04-21,18,2029.9,0.1534,23,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-05-08,35,1645.3,171.9513,473,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,P,2023-04-03,2023-05-08,35,1645.3,10.2316,473,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-05-17,44,1839.12,38.7348,15,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-05-17,44,1912.69,14.1234,15,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-05-26,53,1887.86,25.3527,72,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-05-26,53,1910.51,18.7072,41,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-05-26,53,1931.47,13.7524,31,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-01,59,1854.82,41.2701,63,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-01,59,1947.57,12.7821,63,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-07,65,1919.56,21.4011,30,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-07,65,1955.84,13.1956,30,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-14,72,1707.83,140.8753,85,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-14,72,1736.52,119.541,52,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-14,72,1755.31,106.2259,33,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,C,2023-04-03,2023-06-15,73,1387.25,427.2589,463,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4RUT,P,2023-04-03,2023-06-15,73,1387.25,4.9475,463,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,P,2023-04-03,2023-06-16,74,1300.01,3.2502,300,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,P,2023-04-03,2023-06-16,74,1600.01,18.7012,200,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,C,2023-04-03,2023-06-16,74,1716.0,135.8379,588,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,P,2023-04-03,2023-06-16,74,1716.0,38.8614,588,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,C,2023-04-03,2023-06-16,74,1722.95,130.6399,885,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,P,2023-04-03,2023-06-16,74,1722.95,40.5433,885,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,C,2023-04-03,2023-06-16,74,1742.0,116.7268,1909,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,P,2023-04-03,2023-06-16,74,1742.0,45.4881,1909,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,C,2023-04-03,2023-06-16,74,1746.0,113.8611,317,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
2RUT,P,2023-04-03,2023-06-16,74,1746.0,46.582,317,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
