SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
4NDX,C,2024-04-01,2024-04-02,1,18474.24,6.6906,601,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-02,1,22068.45,0.0001,601,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-16,15,18765.68,62.1833,600,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-16,15,22409.51,0.0001,600,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-17,16,18592.46,116.7429,600,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-17,16,22206.15,0.0001,600,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-04-19,18,14000.01,2.2658,20,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-04-19,18,15000.01,3.9,15,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,C,2024-04-01,2024-04-19,18,15500.01,2840.782,10,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-04-19,18,16000.01,6.8911,8,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-24,23,18787.31,109.3897,665,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-24,23,22435.34,0.0004,665,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-30,29,18720.44,171.6542,659,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
4NDX,C,2024-04-01,2024-04-30,29,22362.54,0.0102,659,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-05-17,46,16000.01,28.1003,22,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-06-21,81,9500.01,1.4501,30,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-06-21,81,9700.01,1.65,15,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-06-21,81,11500.01,4.6,15,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,C,2024-04-01,2024-06-21,81,12000.01,6428.43,35,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,C,2024-04-01,2024-06-21,81,13009.53,5435.253,20,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-06-21,81,13009.53,10.4683,20,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
2NDX,P,2024-04-01,2024-06-21,81,13100.01,11.0501,30,16397.050781,16490.650391,16327.889648,16396.830078,16396.830078,4798390000
