SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
4RUT,C,2023-02-01,2023-02-03,2,2116.06,0.0001,349,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,P,2023-02-01,2023-02-03,2,2116.06,154.7867,349,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-06,5,1663.77,297.9069,151,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,P,2023-02-01,2023-02-06,5,1663.77,0.0003,151,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-06,5,2187.34,0.0001,151,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,P,2023-02-01,2023-02-06,5,2187.34,225.3331,151,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-07,6,2012.6,4.016,20,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-07,6,2049.43,0.7193,20,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-14,13,2020.79,8.9879,71,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-14,13,2055.14,3.4976,46,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-14,13,2078.58,1.7334,25,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-21,20,2009.33,18.1297,15,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-21,20,2048.51,8.0286,15,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-28,27,2048.09,11.8737,26,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-02-28,27,2072.26,7.3855,26,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-01,28,2008.51,24.434,43,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-01,28,2108.93,3.7906,43,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-07,34,1951.33,57.5276,23,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-07,34,1992.31,35.5807,23,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-13,40,1724.96,248.8421,156,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,P,2023-02-01,2023-03-13,40,1724.96,6.1421,156,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1000.0,0.0019,192,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1742.4,234.2619,464,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1742.4,8.2398,464,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1750.01,8.7564,195,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1761.0,217.1267,14,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1761.0,9.601,14,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1763.0,215.3065,46,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1763.0,9.7698,46,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1766.0,212.5781,427,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1766.0,10.0247,427,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1771.0,208.0318,168,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1771.0,10.4506,168,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1773.0,206.2163,4828,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1773.0,10.6239,4828,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1774.0,205.3096,426,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1774.0,10.7116,426,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1783.0,197.2248,56,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1783.0,11.5767,56,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1794.0,187.3798,336,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1794.0,12.6705,336,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1799.0,182.9337,7353,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1799.0,13.1966,7353,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1803.0,179.4187,5,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1803.0,13.6593,5,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1814.0,169.7904,1551,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1814.0,14.9698,1551,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1816.0,168.0399,415,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1816.0,15.2081,415,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1824.0,161.1183,165,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1824.0,16.2421,165,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1827.0,158.5527,7,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1827.0,16.6597,7,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1836.0,150.888,59,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1836.0,17.9449,59,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1839.0,148.4086,165,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1839.0,18.4488,165,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1847.0,141.7969,1228,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1847.0,19.7926,1228,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1848.55,140.5159,546,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1848.55,20.053,546,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1848.65,140.4333,1831,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1848.65,20.0698,1831,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1849.0,140.144,709,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1849.0,20.1286,709,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1852.0,137.6647,1248,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1852.0,20.6326,1248,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1856.42,134.0123,978,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1856.42,21.3755,978,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1856.47,133.971,2446,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1856.47,21.3839,2446,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1856.51,133.9379,952,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1856.51,21.3907,952,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1859.0,131.8806,19,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1859.0,21.8096,19,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1861.0,130.2282,1192,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1861.0,22.146,1192,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1869.0,123.688,6858,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1869.0,23.5613,6858,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1871.0,122.0848,8730,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1871.0,23.947,8730,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1872.0,121.2889,3758,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1872.0,24.1454,3758,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1876.93,117.3915,5650,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1876.93,25.1506,5650,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1876.98,117.3522,430,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1876.98,25.161,430,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1881.0,114.2102,482,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1881.0,26.0167,482,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1891.0,106.5856,4519,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1891.0,28.3364,4519,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1893.0,105.0757,533,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1893.0,28.8153,533,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1894.0,104.3213,703,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1894.0,29.0554,703,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1898.0,101.3041,44,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1898.0,30.0159,44,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1899.0,100.5516,394,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1899.0,30.2579,394,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1904.0,96.8957,1051,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1904.0,31.5741,1051,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1912.0,91.1364,788,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1912.0,33.7703,788,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1914.0,89.7303,524,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1914.0,34.3531,524,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1916.49,87.9798,3952,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1916.49,35.0787,3952,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1917.0,87.6212,262,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1917.0,35.2273,262,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1922.0,84.1062,198,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1922.0,36.6844,198,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1928.0,79.9733,2446,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1928.0,38.5181,2446,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,1936.0,74.7016,187,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,1936.0,41.2019,187,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,2008.05,35.1361,100,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,2008.05,73.2854,100,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,C,2023-02-01,2023-03-17,44,2073.54,14.152,534,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,2073.54,117.4267,534,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,2100.01,138.9458,250,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2RUT,P,2023-02-01,2023-03-17,44,2200.01,230.7656,35,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-28,55,2078.06,17.7898,72,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-28,55,2104.04,12.3038,42,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-28,55,2124.82,9.0259,30,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
4RUT,C,2023-02-01,2023-03-31,58,2091.11,16.031,49,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
