SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
4NDX,C,2023-07-03,2023-07-13,10,10709.84,4515.002,45,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
4NDX,P,2023-07-03,2023-07-13,10,10709.84,0.0043,45,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
4NDX,C,2023-07-03,2023-07-20,17,15671.42,60.8032,465,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
4NDX,C,2023-07-03,2023-07-20,17,18708.51,0.0008,465,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-07-21,18,7190.0,0.0001,62,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-07-21,18,11000.01,4239.211,16,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-07-21,18,12000.01,3242.962,30,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-07-21,18,12500.01,2745.135,8,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
4NDX,C,2023-07-03,2023-07-27,24,15553.76,134.8994,519,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
4NDX,C,2023-07-03,2023-07-27,24,18562.22,0.0275,519,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-08-18,46,10000.01,2.965,30,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-08-18,46,12000.01,3288.66,28,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-08-18,46,12000.01,10.0778,43,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-08-18,46,12300.01,13.2004,15,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-08-18,46,12500.01,2797.717,104,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-08-18,46,13000.01,2310.733,15,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-08-18,46,14000.01,1367.577,50,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,11207.66,4126.927,46,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,11207.66,15.948,46,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,12000.01,3354.906,30,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,12011.59,3343.681,172,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,12011.59,27.9808,172,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,12294.05,3070.692,105,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,12294.05,34.4125,105,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,12483.59,2888.471,21,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,12483.59,39.6916,21,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,13000.01,2397.255,25,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,13773.52,1685.879,18,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,13773.52,113.1487,18,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,14787.8,854.5532,240,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,14787.8,285.1877,240,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,14919.0,762.355,37,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,14919.0,322.7776,37,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,14973.0,725.5707,10,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,14973.0,339.4122,10,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15047.0,676.9607,33,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15047.0,364.0059,33,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15111.0,636.0932,37,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15111.0,386.4496,37,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15122.0,629.0843,67,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15122.0,390.3224,67,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15143.0,615.983,104,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15143.0,397.9951,104,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15159.0,606.16,26,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15159.0,403.9999,26,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15171.0,598.8573,14,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15171.0,408.5681,14,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,C,2023-07-03,2023-09-15,74,15191.0,586.6862,292,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
2NDX,P,2023-07-03,2023-09-15,74,15191.0,416.1818,292,13798.700195,13839.089844,13773.410156,13816.769531,13816.769531,2902300000
