   SYMBOL   P/C   EXPIRATION   STRIKE-PRICE   MARK-PRICE   OPEN-INTEREST
      2DJX     C   12 16 2022  00253 560     74.1386      1903                                                                                  
      2DJX     P   12 16 2022  00253 560      0.2998      1903                                                                                  
      2DJX     C   12 16 2022  00259 800     68.0019      2044                                                                                  
      2DJX     P   12 16 2022  00259 800      0.3724      2044                                                                                  
      2DJX     C   12 16 2022  00261 300     66.5313      1160                                                                                  
      2DJX     P   12 16 2022  00261 300      0.3944      1160                                                                                  
      2DJX     C   12 16 2022  00262 340     65.5126      1836                                                                                  
      2DJX     P   12 16 2022  00262 340      0.4107      1836                                                                                  
      2DJX     C   12 16 2022  00264 010     63.8782      3666                                                                                  
      2DJX     P   12 16 2022  00264 010      0.4380      3666                                                                                  
      2DJX     C   12 16 2022  00274 160     54.0105      1769                                                                                  
      2DJX     P   12 16 2022  00274 160      0.6703      1769                                                                                  
      2DJX     C   12 16 2022  00274 430     53.7496      2827                                                                                  
      2DJX     P   12 16 2022  00274 430      0.6782      2827                                                                                  
      2DJX     C   12 16 2022  00277 470     50.8232      1776                                                                                  
      2DJX     P   12 16 2022  00277 470      0.7768      1776                                                                                  
      2DJX     C   12 16 2022  00292 870     36.4374      1026                                                                                  
      2DJX     P   12 16 2022  00292 870      1.7152      1026                                                                                  
      2DJX     C   12 16 2022  00293 930     35.4866      3408                                                                                  
      2DJX     P   12 16 2022  00293 930      1.8193      3408                                                                                  
      2DJX     C   12 16 2022  00301 370     28.9915      8308                                                                                  
      2DJX     P   12 16 2022  00301 370      2.7275      8308                                                                                  
      2DJX     C   12 16 2022  00301 470     28.9062       831                                                                                  
      2DJX     P   12 16 2022  00301 470      2.7417       831                                                                                  
      2DJX     C   12 16 2022  00301 990     28.4633       805                                                                                  
      2DJX     P   12 16 2022  00301 990      2.8162       805                                                                                  
      2DJX     C   12 16 2022  00303 760     26.9557      1648                                                                                  
      2DJX     P   12 16 2022  00303 760      3.0699      1648                                                                                  
      2DJX     C   12 16 2022  00304 940     25.9506      3283                                                                                  
      2DJX     P   12 16 2022  00304 940      3.2390      3283                                                                                  
      2DJX     C   12 16 2022  00307 830     23.4890      1304                                                                                  
      2DJX     P   12 16 2022  00307 830      3.6533      1304                                                                                  
      2DJX     C   12 16 2022  00312 990     19.6267      2404                                                                                  
      2DJX     P   12 16 2022  00312 990      4.9256      2404                                                                                  
      2DJX     C   12 16 2022  00316 430     17.3818      1745                                                                                  
      2DJX     P   12 16 2022  00316 430      6.1038      1745                                                                                  
      2DJX     C   12 16 2022  00322 820     13.2485      1550                                                                                  
      2DJX     P   12 16 2022  00322 820      8.3291      1550                                                                                  
      2DJX     C   12 16 2022  00327 590     10.4450       762                                                                                  
      2DJX     P   12 16 2022  00327 590     10.2721       762                                                                                  
      2DJX     C   12 16 2022  00327 740     10.3650       763                                                                                  
      2DJX     P   12 16 2022  00327 740     10.3413       763                                                                                  
