Unnamed: 0,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE
0,2DJX,C,06 21 2024,00381 070,8.9379,3957,06 10 2024
1,2DJX,P,06 21 2024,00381 070,0.6709,3957,06 10 2024
2,2DJX,C,06 21 2024,00382 140,8.0147,2356,06 10 2024
3,2DJX,P,06 21 2024,00382 140,0.8159,2356,06 10 2024
4,2DJX,C,06 21 2024,00383 800,6.6400,560,06 10 2024
5,2DJX,P,06 21 2024,00383 800,1.0985,560,06 10 2024
6,2DJX,C,06 21 2024,00384 030,6.4559,5888,06 10 2024
7,2DJX,P,06 21 2024,00384 030,1.1440,5888,06 10 2024
8,2DJX,C,06 21 2024,00384 070,6.4240,1962,06 10 2024
9,2DJX,P,06 21 2024,00384 070,1.1521,1962,06 10 2024
10,2DJX,C,06 21 2024,00384 380,6.1789,654,06 10 2024
11,2DJX,P,06 21 2024,00384 380,1.2165,654,06 10 2024
12,2DJX,C,06 21 2024,00385 450,5.3676,5201,06 10 2024
13,2DJX,P,06 21 2024,00385 450,1.4734,5201,06 10 2024
14,2DJX,C,06 21 2024,00386 640,4.5339,1682,06 10 2024
15,2DJX,P,06 21 2024,00386 640,1.8278,1682,06 10 2024
16,2DJX,C,06 21 2024,00386 810,4.4200,777,06 10 2024
17,2DJX,P,06 21 2024,00386 810,1.8836,777,06 10 2024
18,2DJX,C,06 21 2024,00388 550,3.3345,2579,06 10 2024
19,2DJX,P,06 21 2024,00388 550,2.5353,2579,06 10 2024
20,2DJX,C,06 21 2024,00389 070,3.0401,1030,06 10 2024
21,2DJX,P,06 21 2024,00389 070,2.7600,1030,06 10 2024
22,2DJX,C,06 21 2024,00389 110,3.0180,1030,06 10 2024
23,2DJX,P,06 21 2024,00389 110,2.7779,1030,06 10 2024
24,2DJX,C,06 21 2024,00389 390,2.8661,771,06 10 2024
25,2DJX,P,06 21 2024,00389 390,2.9056,771,06 10 2024
26,2DJX,C,06 21 2024,00389 800,2.6514,386,06 10 2024
27,2DJX,P,06 21 2024,00389 800,3.1002,386,06 10 2024
28,2DJX,C,06 21 2024,00390 100,2.5006,1286,06 10 2024
29,2DJX,P,06 21 2024,00390 100,3.2489,1286,06 10 2024
30,2DJX,C,06 21 2024,00390 500,2.3088,900,06 10 2024
31,2DJX,P,06 21 2024,00390 500,3.4564,900,06 10 2024
32,2DJX,C,06 21 2024,00391 160,2.0118,2587,06 10 2024
33,2DJX,P,06 21 2024,00391 160,3.8184,2587,06 10 2024
34,2DJX,C,06 21 2024,00392 730,1.4037,12888,06 10 2024
35,2DJX,P,06 21 2024,00392 730,4.7777,12888,06 10 2024
36,2DJX,C,06 21 2024,00392 820,1.3730,8375,06 10 2024
37,2DJX,P,06 21 2024,00392 820,4.8369,8375,06 10 2024
