Date,Open,High,Low,Close,Adj Close,Volume
2024-04-08,2074.689941,2079.030029,2066.120117,2073.709961,2073.709961,3278180000
2024-04-09,2079.350098,2084.060059,2065.129883,2080.800049,2080.800049,3400680000
2024-04-10,2043.219971,2044.270020,2016.550049,2028.390015,2028.390015,3845930000
2024-04-11,2036.229980,2045.040039,2021.500000,2042.599976,2042.599976,3509380000
2024-04-12,2031.079956,2032.939941,1994.829956,2003.170044,2003.170044,3963220000
2024-04-15,2010.910034,2016.660034,1968.109985,1975.709961,1975.709961,3950210000
2024-04-16,1965.849976,1976.209961,1953.010010,1967.479980,1967.479980,4006200000
2024-04-17,1977.290039,1982.839966,1947.750000,1947.949951,1947.949951,3596130000
2024-04-18,1951.239990,1971.390015,1941.319946,1942.959961,1942.959961,3619760000
2024-04-19,1935.770020,1956.300049,1931.540039,1947.660034,1947.660034,3878750000
2024-04-22,1953.239990,1978.430054,1947.849976,1967.469971,1967.469971,3820250000
2024-04-23,1969.739990,2010.479980,1969.640015,2002.640015,2002.640015,3751400000
2024-04-24,2000.449951,2006.130005,1983.619995,1995.430054,1995.430054,3656740000
2024-04-25,1980.530029,1984.489990,1957.819946,1981.119995,1981.119995,3958050000
2024-04-26,1984.530029,2005.010010,1984.420044,2002.000000,2002.000000,3604140000
2024-04-29,2005.099976,2020.630005,2005.099976,2016.030029,2016.030029,3447450000
2024-04-30,2001.709961,2003.410034,1973.849976,1973.910034,1973.910034,4082470000
2024-05-01,1973.369995,2017.699951,1968.030029,1980.229980,1980.229980,4544170000
2024-05-02,1998.319946,2016.500000,1984.680054,2016.109985,2016.109985,4381660000
2024-05-03,2044.219971,2054.850098,2030.819946,2035.719971,2035.719971,3924990000
2024-05-06,2048.510010,2064.290039,2048.510010,2060.669922,2060.669922,3683250000
2024-05-07,2062.159912,2077.810059,2062.159912,2064.649902,2064.649902,3987890000
2024-05-08,2050.780029,2055.639893,2043.849976,2055.139893,2055.139893,3842100000
2024-05-09,2056.979980,2075.370117,2053.050049,2073.629883,2073.629883,3727370000
2024-05-10,2079.949951,2082.040039,2054.870117,2059.780029,2059.780029,3617900000
2024-05-13,2072.139893,2081.449951,2062.120117,2062.120117,2062.120117,4255710000
2024-05-14,2078.739990,2088.360107,2076.030029,2085.689941,2085.689941,4763580000
2024-05-15,2105.419922,2112.320068,2095.429932,2109.459961,2109.459961,4360810000
2024-05-16,2107.090088,2107.360107,2095.820068,2096.250000,2096.250000,3817470000
2024-05-17,2103.669922,2104.129883,2090.439941,2095.719971,2095.719971,3578120000
2024-05-20,2096.489990,2109.699951,2095.000000,2102.500000,2102.500000,3420100000
2024-05-21,2097.469971,2101.600098,2094.020020,2098.360107,2098.360107,3662240000
2024-05-22,2093.729980,2096.889893,2075.780029,2081.709961,2081.709961,3847130000
2024-05-23,2089.520020,2090.389893,2040.680054,2048.409912,2048.409912,3869520000
2024-05-24,2061.000000,2070.229980,2056.350098,2069.669922,2069.669922,3005510000
2024-05-28,2075.719971,2086.280029,2057.689941,2066.850098,2066.850098,3751540000
2024-05-29,2050.459961,2050.459961,2036.130005,2036.189941,2036.189941,3552750000
2024-05-30,2043.729980,2063.189941,2043.729980,2056.600098,2056.600098,3818750000
2024-05-31,2061.229980,2073.669922,2047.400024,2070.129883,2070.129883,5437160000
2024-06-03,2082.399902,2088.149902,2048.060059,2059.679932,2059.679932,4046920000
2024-06-04,2050.389893,2050.389893,2032.140015,2033.939941,2033.939941,3707900000
2024-06-05,2044.150024,2063.870117,2036.339966,2063.870117,2063.870117,3591460000
2024-06-06,2058.479980,2060.449951,2046.530029,2049.439941,2049.439941,3609990000
2024-06-07,2035.119995,2043.459961,2023.140015,2026.550049,2026.550049,3692760000
2024-06-10,2012.219971,2033.650024,2008.300049,2031.609985,2031.609985,3622280000
2024-06-11,2019.119995,2027.530029,2006.069946,2024.349976,2024.349976,3568030000
2024-06-12,2065.790039,2088.530029,2052.169922,2057.100098,2057.100098,3962840000
2024-06-13,2053.530029,2053.570068,2025.640015,2038.910034,2038.910034,3530380000
2024-06-14,2020.189941,2020.189941,1999.020020,2006.160034,2006.160034,3438650000
2024-06-17,2002.569946,2024.910034,1993.229980,2022.010010,2022.010010,3447840000
2024-06-18,2022.089966,2033.550049,2020.819946,2025.229980,2025.229980,3544330000
2024-06-20,2021.910034,2033.280029,2012.510010,2017.390015,2017.390015,3847060000
2024-06-21,2016.349976,2022.260010,2006.849976,2022.030029,2022.030029,6773800000
2024-06-24,2023.229980,2043.099976,2023.229980,2030.810059,2030.810059,3696750000
2024-06-25,2029.660034,2029.660034,2017.650024,2022.349976,2022.349976,3591960000
2024-06-26,2014.180054,2020.390015,2010.359985,2018.119995,2018.119995,3563920000
2024-06-27,2020.949951,2038.469971,2020.250000,2038.339966,2038.339966,3589530000
2024-06-28,2050.560059,2057.280029,2033.699951,2047.689941,2047.689941,7199220000
2024-07-01,2050.600098,2053.350098,2024.410034,2030.069946,2030.069946,3488760000
2024-07-02,2031.069946,2037.209961,2027.780029,2033.869995,2033.869995,3329950000
2024-07-03,2038.410034,2049.399902,2035.560059,2036.619995,2036.619995,2179470000
2024-07-05,2031.880005,2032.510010,2019.060059,2026.729980,2026.729980,3253080000
2024-07-08,2038.377441,2050.160156,2036.548462,2039.529297,2039.529297,0
